account_id,user_id,currency,created_at,account_type
b9143af67afd679aafe9f5e73336fb0b,4dcf12844fea3e73976e234d5d524d04,LTC,2017-04-16 06:53:59.000000,CryptoAccount
efe6716969c10df04c79650164c0abea,0bbef52284fd7c06a93c034090cc7ec9,ETH,2017-07-25 21:01:55.000000,CryptoAccount
9f6cf58dac69704ec5cb33006b0670c1,f190f15dbd8686fc9158d247c09189fe,BTC,2017-01-12 23:20:02.000000,CryptoAccount
e14fb54ede3943f7ea96d5c7576ce294,82240b748b47b518445c32cccfa4ad25,ETH,2017-08-08 20:54:33.000000,CryptoAccount
8774a4bd50dd486aa896166209afba49,c9f1591db8136a62c975f18c9f31475e,ETH,2016-12-02 02:50:08.000000,CryptoAccount
ae44acf0acf1b337ee86bac259f2782b,a8ac2b5d1476d36a9a3f3baa50292e8f,ETH,2016-12-29 03:03:28.000000,CryptoAccount
4fe65ce2b904bcbe70cdce4285e73591,2f100201392d0619095f5390d134d45f,BTC,2016-10-31 04:17:28.000000,CryptoAccount
4e1959883197ec9c7042f2359c806c23,43cb12aea0adfb33ad4203c11d1bb2f7,ETH,2017-05-22 04:07:38.000000,CryptoAccount
534290b3acfc0160471f71f00218b794,eeb8a267087febaf2710b536c1c1f099,ETH,2017-06-08 01:29:55.000000,CryptoAccount
c237089d63a0ac19053b1e6fb75d5d6c,3a260fa07da8320f697b5eba30f76fa2,BTC,2017-06-10 00:58:35.000000,VaultAccount
a0a0a6102895dda6989d419ee921fe7c,8171d23f969cff692a79f58a4ac41b63,USD,2016-05-02 00:25:22.000000,FiatAccount
0efdbb057b98fbf14538dbf132ec124e,ca4172f864238e8578a415e215713ea6,BTC,2014-06-20 16:59:36.000000,CryptoAccount
208e56fdd23e44d4b7467611e57b8be9,e75be4d635b2bc5dea495feba67a04cc,BTC,2017-06-03 12:33:15.000000,CryptoAccount
5f86b7eab854a1070fd8cb907d8a2639,3b5115f10a699f21efd738de3071110a,BTC,2017-08-11 19:15:10.000000,CryptoAccount
b583875c863ae3c6fb90703e5e98be5b,79d85bedab4ab8954bb663ab85856cd7,ETH,2016-12-11 01:35:07.000000,CryptoAccount
6e671232280c041e5a385e0f5570491e,ea3dc4d727c51f5ea6fce7b0c9cd242b,ETH,2016-06-24 15:20:27.000000,CryptoAccount
33842ec1a15a50a8debc92afaab71683,0b1284959cf82719f2eee0b478909fdb,BTC,2014-07-26 16:23:31.000000,VaultAccount
29fd411466709197888dc91041fec595,fe4eecc21723cd64859ba969ce7b0e26,BTC,2015-07-06 18:31:46.000000,VaultAccount
9639914233751b09b2bb3cc094ee1af5,e0916628d03f181e609bc1d1f5c55d02,LTC,2017-09-14 08:54:41.000000,CryptoAccount
83cb470ba23ac1c28d9c2febc3b3203e,8d7b5b1fa468db5a3fa7ddc7f1a5a3ea,ETH,2016-10-22 15:33:07.000000,CryptoAccount
669383c70517fc20abea0191487925d5,2b6ca40618d0e5be82474aec830c068a,BTC,2017-01-07 02:25:40.000000,VaultAccount
0c02b3d395bc63faef07e59883e438a6,04ad74734d7bafe1823376610f59d5fc,ETH,2017-06-23 05:22:14.000000,CryptoAccount
6566d6264cc6077c2884bf5d415de2ef,be34b987d9cdc9ac1c8c5ad6ac7de2fc,BTC,2015-11-22 12:46:59.000000,VaultAccount
db083ff504e2e2eb6bda92d6efd2dd4d,b78caa9fbe1fb63cf471799105f24ea1,BTC,2017-06-18 00:41:17.000000,CryptoAccount
4945b336302e5967d9902fbbe3b5532d,e14cf4620db432a6dc677a58b7ab4c02,BTC,2016-03-14 23:18:48.000000,VaultAccount
3c3450054a02b38a60dc83d8052b6d73,c2d43b488cd2ec62b878fa8fa0bfa32c,LTC,2017-04-21 04:38:14.000000,CryptoAccount
b8df2782798b9e14a920bb07b69dde09,b61a031f7c6051a9939b930f0b0a50ff,USD,2015-01-29 21:33:39.000000,FiatAccount
c9a1dbd1774a1b09a460ac88fce8c901,f5621b3739429eec89869e32149b6ebd,LTC,2017-04-20 01:21:13.000000,CryptoAccount
7a9eda92b9595ec35bc8dbac423e1581,01ead172d89dcf96b536dc76f9e835b2,ETH,2016-08-05 08:22:19.000000,CryptoAccount
08e6571bbdf6637b2afe3905a565c85f,a2490fb2390225687fa21da6f3929058,BTC,2017-09-21 22:32:01.000000,CryptoAccount
53ed46e62bafab6abb9aa0701c79c488,8254f76a6974079f0836d16ee84a7c02,BTC,2017-10-01 20:10:53.000000,CryptoAccount
0c39044374cc9996c453b9c390233aa6,849b234ec990304fb126b8f5c4d80662,GBP,2017-06-06 09:08:21.000000,FiatAccount
9e013bbda3043c59b8e25afa72d00f7d,267860ac579d7aef4bd19b4a7ec82833,ETH,2017-05-30 02:42:34.000000,CryptoAccount
ffbc1c80195b074f8b07243ab5f364dd,7059ca76fc19c3279e05e5446648a4db,USD,2016-12-17 13:01:17.000000,FiatAccount
23af394bec543e9ba19a376a64129f17,0086e30f8d8e1518156df8915269be34,BTC,2017-06-13 14:32:53.000000,VaultAccount
f13c2e02acd8bacc30682813ff373866,8399b3eab8f4ae5165d20bc91bdd21b8,USD,2017-08-17 03:03:49.000000,FiatAccount
0525f5296939fa351552048a58dab843,e50fba45a9cafb5b93e3514690eee96e,ETH,2017-09-09 23:26:34.000000,CryptoAccount
c42f9086f589d79cb496f034549f9537,a1bb054f72b52a23225adafa093bccc3,BTC,2014-07-26 04:04:10.000000,VaultAccount
8bad0960e72dc4ab00cc5815d71cb02a,7cb4d984837d37e94927aca14fbe3813,USD,2017-05-28 16:27:34.000000,FiatAccount
8a47915877754f87ddb4aafdf1b25380,1e8c1c00f3bb54db256dc1f9f51ac4d8,BTC,2016-01-25 17:52:04.000000,VaultAccount
824f65cf02dd2a17580a44a88294fb75,13d4a2285ffd695856e1cfb6e48610b4,ETH,2016-08-02 06:51:42.000000,CryptoAccount
5220da7aef0f660b573b841ed423d933,b76d501637e09f52b5cf31b181dccc9b,BTC,2013-04-28 14:00:30.000000,CryptoAccount
470ea603e293bb71db0644bdb6523008,c75699acc4c8d503a3028b665a9802f8,GBP,2016-11-11 22:51:02.000000,FiatAccount
af27efc339031858388da2cb12200c22,5258f7d03be22667dcea4a6d9367b005,ETH,2016-08-05 03:42:50.000000,CryptoAccount
0f17eb517337f917a9cb59d6af927a04,acb8139e8c26dc80398d2ae6d98c37be,LTC,2017-02-18 13:50:42.000000,CryptoAccount
8b65fa8332caa1f75f08f5ba7f8cac71,6859075b6fcf1be259e232c7e1a8b74c,BTC,2014-11-08 01:58:55.000000,CryptoAccount
dbca040074b927dd039ebf75fe56ef3f,cf8ab3e3910b0fdaa69042e6a7422a77,ETH,2017-08-18 05:21:58.000000,CryptoAccount
3b1685c5f78e7036100e062c024db2a2,28c6d03ee715c3c6a69cd960ca404123,BTC,2016-07-08 21:23:16.000000,VaultAccount
6ffa44127d87552c13accf975095565f,e2ad0c20390bc8deb97daed038af75eb,BTC,2016-09-29 02:33:12.000000,VaultAccount
39e64f46b1a7d2875e529aa721d18acc,d61a944acd9ee24d5d142f6d15113515,BTC,2017-08-08 15:33:53.000000,CryptoAccount
1e2ae2cde119d347693d3aabca774285,b0cd78ffdcbff06253f180a24435b141,BTC,2016-12-25 22:53:40.000000,VaultAccount
0f73d24b8fc5da52f2a31e5ecd4001c7,8d844e6dc34b2583110ca8b7d9791af9,USD,2017-09-13 19:33:02.000000,FiatAccount
3a663062697848d2258c1f335a2cefb6,151980fdbdc544a61db50f2c24cfaf84,BTC,2017-01-04 11:45:35.000000,CryptoAccount
f0a5fcb40ce92347a1d19434d22591eb,f8084cd7ad5b3f4d7e99219eb222ca94,LTC,2017-04-29 18:11:05.000000,CryptoAccount
1fa96d8e95e18c929570db2426ab2b5e,afb2c97967c86fcda4f6027a8081e637,LTC,2017-05-24 06:09:00.000000,CryptoAccount
2046f98d73e41777f2404e36257d2930,a48248ecfa5d52464ff5d8bc72a531e6,LTC,2017-06-01 07:49:17.000000,CryptoAccount
7e6084853c6a5dd6f1cb28df1b45bb3c,9d8f1627e9790ed369e88dbcc947c5d0,BTC,2017-04-25 04:30:03.000000,CryptoAccount
cb029a7d1db00e02fb9b118713faa465,9809ea41344fe457cdf908e5c55562b4,BTC,2017-04-25 12:25:20.000000,CryptoAccount
afe1dceb206df8582f6caf67e284e42d,64a77bdd711f2332688f45fbe46fd089,ETH,2017-10-01 07:28:01.000000,CryptoAccount
bd1f2dfc39ddbb8d5037a2e477c577e2,e32a56807ab3e71bb5e07f7ffc8c5174,USD,2016-06-12 20:43:27.000000,FiatAccount
3b48064f5483dfb786c810d49466c237,972e877c8c6c56cc6c02aaef85b8286a,ETH,2017-07-09 08:03:11.000000,CryptoAccount
26a7ed02ad2bb1f710a10be995e33ab6,9260c2cb2c91292ea08ac5d752b1042b,BTC,2017-06-13 07:06:39.000000,CryptoAccount
05ad758d8ca296e47f9b36bfcbea4345,598604c41c31dbf7699fec30dbe84b54,BTC,2016-05-18 09:59:37.000000,CryptoAccount
f9fe586c21cf0b9dc0e3b03f3f3aef8b,6976b014a69a5e8b3a1401731a8494c0,BTC,2017-09-01 11:48:43.000000,CryptoAccount
7ce32e3b76387ef8ecea46098eebcba1,378f0ad64a0811c4f3444528fb328943,BTC,2015-12-14 12:06:41.000000,CryptoAccount
ecd2ad81aa3e7f4a8beab192153248ef,459e2f900569ff4be0f1d19a2c6b2df0,LTC,2017-04-20 06:10:48.000000,CryptoAccount
a044a68886e353bdc61b2baf79c591e8,5b96da1a8dae6da9325181f801288c5d,BTC,2017-01-15 07:45:21.000000,CryptoAccount
8c125558902416834379fabcc955db2b,8fe4d48761fc96126ae2768fd751c641,LTC,2017-04-20 12:48:11.000000,CryptoAccount
ff5b049c6c1780f8b736b9245fc3fe21,f1541c940807014f685c6b7b796d3727,BTC,2017-06-18 13:28:16.000000,CryptoAccount
a3ea4f3335315af2dce817f1fa8c472d,eea24036a803bc05c4872466d6674711,BTC,2015-02-03 18:46:10.000000,CryptoAccount
cf88b416a70d816155113618a3344234,d44c339604588a2962b528bcd9390265,LTC,2017-03-17 06:52:22.000000,CryptoAccount
261f8fb5701fcf767d624d1fa0c4e483,52721fff5990deeb0a06ec92a72cb887,LTC,2017-04-20 17:59:35.000000,CryptoAccount
a830152a57f8b4ef5224690596795735,597fc58f171fb9f39e85868ab16dc193,BTC,2014-07-25 21:03:51.000000,VaultAccount
d22844c9b1d88ce3a8dc919e1e4a0622,2788932d81cbd8118468d761411676e0,ETH,2017-05-23 22:05:24.000000,CryptoAccount
1cca228a45163757ce601dfe5fb2afdd,b444b4056eb7958340559ebef45524f8,BTC,2014-08-21 20:07:03.000000,CryptoAccount
f6d8431d061de7c24d6b314806c7c426,1bbac35687f006d8d07a503c67832800,USD,2017-06-09 18:56:34.000000,FiatAccount
733047485f759a7592720cd481db4a1f,3dd980e67364684197c5304948a81e88,LTC,2017-06-27 12:01:27.000000,CryptoAccount
2150c7578635a830a87c1b5f1a0d487e,6eb95af5868d5f7e42d8470eb92e20d1,BTC,2016-07-17 18:02:35.000000,CryptoAccount
777c8ccb5e1fa02d0e4bdcac87f42010,1e994d39e2a393800ddc4b34bfa12772,ETH,2016-11-04 14:26:43.000000,CryptoAccount
72adee0dea042cf823ec527427761665,d07a04abeb01912628628efc5821243f,ETH,2017-08-28 18:50:03.000000,CryptoAccount
a3301f59192d9a5a8096db32a1c9d141,28c6d03ee715c3c6a69cd960ca404123,BTC,2016-07-08 21:26:49.000000,VaultAccount
a990c9e14d8f09b1a7ae22ef91e82d8e,c66d89e33861cb1cd2e414c79aa97a67,EUR,2017-06-08 10:11:27.000000,FiatAccount
0283bb650e3cda63b20b195089d71a09,8ac0151ee26d5181546d899b9ef4f4e2,BTC,2016-08-13 00:58:44.000000,CryptoAccount
ee4a4a2917528133fd7c53ac0794563b,fa6e4f17ac7306e0513096294d620938,LTC,2017-04-19 02:04:14.000000,CryptoAccount
9d07047cd2039c4478f3f9cef3e648a1,2c0e1013099c3d972b85a531267becd6,USD,2017-08-09 02:22:43.000000,FiatAccount
588b32706f7ac401cbc1c55368f5ce26,bb3bd644c9db946e8fd6ba9dce7a4cd9,BTC,2017-01-05 16:07:59.000000,CryptoAccount
7eb8b5bf7947173647c0dcd8d0cbe9e2,e73207d88e1df3580e425f9e868b8fba,ETH,2017-07-29 21:31:01.000000,CryptoAccount
742420a985a1047a7be7c8b9a10db6d1,5d1e4285622c606658956a2e2420f030,BTC,2015-02-08 23:48:26.000000,CryptoAccount
94f0a9fb6be5cf7365886b2410c23bd2,ca6c11b912a7fb9f65f5ae91e1a326dd,ETH,2016-08-05 09:56:28.000000,CryptoAccount
419e121f8f068dc0d16989e125977359,510692eca99e66de7e1d9e01729cbebe,LTC,2017-04-19 15:22:17.000000,CryptoAccount
e6cce79a7ef5b37102f04c4817899474,89eb5284e8d6d7a5cc0f5982ecaa80f2,LTC,2017-03-15 11:08:02.000000,CryptoAccount
f00eaafe9f4dcd79e092200de14c60f6,13aa00d8936560ebefe35c5c57871739,BTC,2017-06-25 06:01:53.000000,CryptoAccount
0ebfa52a478d882630b374d632293503,53a9176f484d28bacfed80c53c6ebbe1,LTC,2017-10-04 22:39:14.000000,VaultAccount
b815f720cbb100a0e34fedf40a612bb8,c486853daca10fda527d24978597a35e,BTC,2016-10-09 21:11:17.000000,VaultAccount
82a458e064161fe3fac403620201e1e6,aac1462122adfc1cc29c3488b61969de,BTC,2017-05-04 06:02:25.000000,VaultAccount
3c717800831a043b441fa7fb2c9902bc,e724e21cbf649c4f3c55365a62e8ce05,ETH,2017-06-14 21:26:14.000000,CryptoAccount
857d63fa061a6314c0af41c66b6c0c28,95060cd182ba5fa63ad3ba5fff7e7501,GBP,2016-04-19 21:20:05.000000,FiatAccount
774252877f7bcafeb98f3dadf5097044,e86b9b54c39f982e6d83230ba6109d9d,BTC,2014-07-23 23:15:50.000000,VaultAccount
d1804b1f0f93bfc3d85524696834c74c,8d99cba987f98ada11cce9eb8a5b7b45,BTC,2016-12-22 04:40:43.000000,VaultAccount
8c9f230a152d2f3aed42cd8f3da9a71c,18bc4d3962ea1876b8dbf03271866046,USD,2017-07-12 17:15:48.000000,FiatAccount
39cf3bee757fdc86ff55d6f669e72baf,cb59deb30b98273f9d2a07597024590b,BTC,2017-08-08 03:00:08.000000,CryptoAccount
29eabb4cb59c5d61ef2cead170b429ac,66c7c0e0c06cb7b8e8ff710225242f80,BTC,2017-04-20 19:02:51.000000,VaultAccount
722d645ba38beb2770e0bdb58206ff50,f910baf29aff1495c30260e0dd6749b4,BTC,2016-08-26 08:40:12.000000,VaultAccount
72a7de287359d6a32c14eb2763bc3ed2,49612e1188e897b8cbc98143a8e11930,BTC,2017-08-08 22:09:28.000000,CryptoAccount
e87cb04392acf7f9c42f0e6c20ff559d,5b6059948043ccb65f3b5c846b174028,LTC,2017-10-03 02:40:37.000000,CryptoAccount
cec3166e4fa7632948f3ccc4a471274a,66c58df862f616205af5c8a30b93e00d,ETH,2016-08-02 09:59:04.000000,CryptoAccount
f7741c930743dfce9dea02f166df1c6d,28c6d03ee715c3c6a69cd960ca404123,BTC,2016-07-09 01:46:51.000000,VaultAccount
67b2454fb9c289c94ce9848a96f46490,ebbe76fcb37c6eeeed487bd4e560e075,BTC,2016-11-21 06:12:33.000000,CryptoAccount
173d23c3788bcb77d6586a66b92f81b5,e4fc01c4043df92fa0d9866026c4c926,ETH,2016-09-15 02:28:24.000000,CryptoAccount
aed961f6d7ca7e97d1251c26814bf156,b0c87b63a65b7bb1446ed2023990c2af,USD,2017-07-06 19:27:23.000000,FiatAccount
e279b8ed2547aa62d0aceb3f857e8c33,3a0e589bd7c17e25c6d6456df1d5b194,LTC,2017-03-13 17:21:15.000000,CryptoAccount
9342485f01baad995972feda626c2416,580aa247550a937e04c7106246493831,BTC,2015-06-23 21:21:26.000000,CryptoAccount
7cb1bc6512f660e7d75f3c5ace828fcd,62f72f59ffd7489c4e9181e21e372da0,BTC,2017-08-22 07:00:15.000000,CryptoAccount
13c9a153e903340bbac44a87eb11f3ba,85f18f1fe75ebda7f465e64c04f6504a,ETH,2016-08-04 17:13:19.000000,CryptoAccount
d96fd306e0b6c169e2610752ef09a5ae,230119ee9e74e046b529be4ab364ea19,BTC,2014-07-28 16:24:01.000000,VaultAccount
307414f44e95070a0fec6b8f3a502350,143f4db31aa643706eed96c3a9d493f7,BTC,2017-05-06 16:02:33.000000,VaultAccount
945c7a753c1bc8db32147ca97430f85d,1f9643b58707de304a236be0af01dcaa,LTC,2017-10-05 03:57:10.000000,CryptoAccount
