ledger_entry_id,created_at,account_id,amount
4d8b96df6062490d76c614a366e1aac3,2017-06-01 23:01:51.000000,f2145994e9f985feb180e30b7530fa4c,0.05194520
fefa720caf88bb19255cd9a4c07262c9,2017-05-09 16:47:44.000000,0ee8db39a7fd990b19ad8e0682d220b7,0.00003940
5d756df52c0776b80d0605197e65bb3e,2017-01-28 19:59:34.000000,20b42c4ff99b75c19df9bcefaac835f5,-0.44693000
3eda01f0558574f921e6d2cafcd224b4,2014-03-20 22:30:52.000000,c541b4acccaa23a121cf794c26ece817,0.21000000
2860e2df860e79b404a417805a4f3837,2017-06-04 18:32:05.000000,9ef9d4fe7ed00b2b41c5e9413c4b0d1b,-0.01236392
5c2ae7dda83ce04cb9abc030bbc36316,2016-01-19 23:28:06.000000,014653b27187340568c22ab26956aba6,-0.07000000
eb91491814b218291883e957dfc7e815,2016-02-27 20:29:05.000000,014653b27187340568c22ab26956aba6,0.00928800
066f02401357eb34b0ca674cb2a23ab4,2016-10-28 18:15:20.000000,429d1255724c7f461bb12c1debc394e2,-0.07553500
1b2abbc31e4430e5e31dffb03c494c02,2016-07-05 16:04:49.000000,8eb5fdddb6bee40cbb4558551db72370,0.00413725
6189459e84cdab07d3036e01201cbf9a,2017-07-19 22:43:35.000000,fe30216c61f850b5b1f18d5dd8d85eaa,-0.03341927
dd82fa54d33d57e8d323f109634412a5,2015-01-30 19:23:44.000000,42902130e6ce1a634db185fc7512be4b,0.25000000
886a262d02ccace40fd94fab3b3dbc5f,2016-11-21 07:28:28.000000,fa8a0d130825c5925778b6c79780b6f3,0.00009000
d26cd2bbb1d2b42876e91f0c93f9f891,2017-05-23 13:03:51.000000,4ddec06fbd48144f92be754c871afb61,-15.00000000
12bf48da8eb07f61f73d60dfe4594aaf,2015-09-02 12:19:59.000000,eac57b8f84777ef08fcc0cea9d09f460,-1.68610000
dc93d14b3151db2b2094a8cbe537a059,2017-07-31 08:24:05.000000,739aa965b538fe4973127223acd4311f,-1.33701060
3b7d3faf64e1ed68f2599054f739ef41,2016-02-08 05:08:18.000000,8eb5fdddb6bee40cbb4558551db72370,-0.13490880
a8a7f32376875f45ea44051fde0acebf,2015-07-10 19:30:45.000000,a898417050129cc464d49aa755eb1fd7,-3.00000000
e12117a5d1070b8c372964becb8de3cc,2017-06-03 03:55:17.000000,ee9d376e241c79ac46e2a31b54da89f9,-0.01768425
dfce67add97b103e115be1254ef8d4b3,2014-06-13 00:32:33.000000,6393728e36e4021bf12e68c4d4c81d7c,5.00000000
7c7d0093af8539dc6dd6a987bea44486,2016-04-10 05:30:17.000000,014653b27187340568c22ab26956aba6,-0.00740000
44ca10e04987b2d54555f544e90e817a,2017-03-14 02:57:14.000000,d9a9c31c245a33edd36adf3bd5e259d0,-0.08000300
4d190b4f5ef7b6177df1d9ab8663c6c7,2017-04-23 12:08:10.000000,35432d53732219802e486e2f07fed20b,0.00003266
f1a44a2d53363a8d6a0698e031ab5377,2016-09-28 21:45:43.000000,8eb5fdddb6bee40cbb4558551db72370,0.11182669
a850abab7acbc8daa75587fb18cbac9a,2016-08-14 11:56:16.000000,97a6f8a13901c75245ef99b6f1f1db43,0.10732460
3665d0d12067f53e1ba09c12599eeafc,2016-11-13 05:07:07.000000,c4c42f79fb9c943432ea8ba767a55be6,0.00001534
6531e75402141a82057f70b21dba786f,2017-07-08 02:14:18.000000,71e3aeb622ab261f2e28e10a995256d2,-0.04538668
3811021468b03d0adff1e889fb9867f6,2014-01-12 23:47:24.000000,4ea60835e4afb2222578e7cb18dbffff,-0.15000000
15e0ff70abbea1dff395a5df1e0e7b6d,2016-02-02 05:05:16.000000,67d3cb53365a80afb2901f195aa790f2,0.00010000
0daa80a635b6d2b293ffa23ea8a82b8c,2015-10-21 18:39:46.000000,8f2179bd0e30c25f100e7296dc053732,0.29442491
933d177dd1161e35759602b2455e905d,2015-08-19 08:58:54.000000,6b1ec260e76b521eb69422cf57d4f2c9,2.00000000
cded22c2f7d3b5ef181d1d0057aa8866,2017-08-08 19:28:41.000000,9ef9d4fe7ed00b2b41c5e9413c4b0d1b,0.04580319
d64c729df6ae141aed4b324d9c6a47ae,2017-05-30 03:45:10.000000,0277753714e1429d423cd68d80071f59,10.03555094
6b9c2cb7ef6f48df1da26962e7e201c1,2017-09-14 19:17:48.000000,026e8da592fcb73e0898f58a1cbb3d97,10.00000000
93b41be96b40de90f9ad3667714d164b,2017-10-09 17:55:17.000000,7245307eeaa4038d1410f741a80efd76,-0.00500000
f4f5e4ad0c269dd8fa3df8252641cb60,2017-09-11 15:53:30.000000,42efbbfc4052d0ed596c6d4c25a500e1,0.02351838
ca81ec6ef5fab3b62a553638b82d0cae,2017-09-14 10:07:55.000000,39c653eb7c5fd91f11879cc592e92ec4,0.05900600
caffb1e0d2397940b29f4300cfdb72f0,2017-06-15 21:36:36.000000,fbcaef04ec870715e0993bb959eec077,0.20673102
22eed842e5985dd783c40a1c09e8d5c7,2017-08-25 13:54:24.000000,44c29f8208d1f038125911d136ba162e,0.00010000
f79882d96b880ac58f83b340072d28c2,2017-09-12 15:49:52.000000,c655d490c05b7d439b8c9738ca088405,0.32842357
40273bc71c5346820aab0c8fbbd34ced,2017-08-14 15:55:52.000000,2ba792cb30c261bd4ecb2918808cc3a3,-0.02941890
007efa7d1eb3011a58fce292706292c4,2017-08-01 23:25:06.000000,fe30216c61f850b5b1f18d5dd8d85eaa,0.01738956
69d1bff12262d7373f2764553502a0b8,2014-04-25 18:29:24.000000,23ce3a405b113c511723c5919782019f,-0.22370000
d742901c171ce2b4cf2cc090aab9be0f,2017-06-29 01:24:28.000000,745cf5547cd5d637bce5dd0351e66755,0.00050000
961e19fb9dfd7ec8e73d2769b9d46dfd,2015-12-18 23:10:52.000000,8eb5fdddb6bee40cbb4558551db72370,-0.14866556
db88bf06597729758ae2a68824db64ba,2015-11-26 05:15:17.000000,8eb5fdddb6bee40cbb4558551db72370,0.00139985
26e30912b1139be319faa881d2cfceb5,2017-09-06 15:47:56.000000,42efbbfc4052d0ed596c6d4c25a500e1,0.02134468
81ab8ddcd3e4ab0430d8de55e41b1747,2017-05-16 00:36:28.000000,35432d53732219802e486e2f07fed20b,-0.00587487
4144dbece2486d385315b717a34261ca,2017-02-27 20:40:00.000000,6fb4b8bed7a8b7237c11dbebe5ab7119,0.00025350
7f758a95df1a10705c9497a376a2e974,2017-07-13 22:18:35.000000,1210e574df66420ed9ab26a2cb4f58a9,0.00163407
74eb0963e03c320bfab11947a44a7934,2016-11-12 21:02:40.000000,97a6f8a13901c75245ef99b6f1f1db43,0.01010954
52048a1f2e4947e77637d552bcef8dda,2017-08-10 15:37:49.000000,16f819353312ef3fb956e45eb775c7e1,1.00000000
810e3aeb948a9148a0ee7e73c1f7bb79,2017-05-26 12:08:08.000000,275457adf5a3d96caf9924597cd581f6,2.00000000
e25323203559675c0525a5383ed3c36d,2017-10-04 02:35:04.000000,487eb55215fce34a79bff606ac2a1d03,-0.04955478
d48e0f0ebb27db2a348a59e14f0d4cc2,2014-03-15 04:21:30.000000,23ce3a405b113c511723c5919782019f,0.47537878
1e8ef10398f55fb6cea8923384a19489,2017-09-29 01:01:02.000000,701bcff73b2b8411aa251ef121a3cd26,-0.06739800
6e3d2c74a2e9a342867fbd0a6fb4ce9e,2017-06-18 22:53:41.000000,2d2bd86a63d454fc71c09f2bafaea52a,0.50000000
fa681ccac99ea2ca8e22fda80e2bc005,2017-07-02 02:40:41.000000,701bcff73b2b8411aa251ef121a3cd26,-0.08229006
74e17e31482c956b76f4d27bb6e6ccef,2017-09-07 23:35:46.000000,837c78c43ad50cdc614b5e495c9e8cbc,0.00216000
404c52b29c669d420ae71e1d089fc5ed,2015-02-24 13:50:05.000000,38f804051d2ffe1ec40aa4833bf83307,-0.00002000
dad64613a00ce7cdf0d43bca3063ccbc,2017-07-10 15:12:08.000000,2eba8872320e3541c7861990ad6fd68a,-0.10042000
7e03d633e273280529fae35528cf2e16,2017-03-05 00:02:06.000000,35861d2db268ed2a013d078d19e3dcf7,0.00048324
6d8310397ccb7f26e076f2f2beff4e99,2017-06-10 19:36:02.000000,78246a8500a80c3092ef866d978bead9,0.00449143
060470326e2fd2b3c70aa4eca2a94a8d,2017-06-27 13:44:15.000000,1ca2e6b085438107167509756769b8ec,-0.00213617
627420fb7912c4d957210ed661b6de8a,2017-01-27 14:09:58.000000,4e93d3cc4a06fee71e89beb49aa39ca2,-0.00058981
4ead103d9640f08a7dd5435f69955233,2017-03-10 16:57:56.000000,7619a183cc5d14836c6b12968858bd08,0.00150128
e72fd28f4ee653c4a8d9bacbcbf854d9,2017-02-19 21:45:21.000000,af14ab284e307aa36c9f5d36a351c734,0.02000000
2b82f56071f407f7f6f291c7c47186c3,2016-03-02 04:26:59.000000,014653b27187340568c22ab26956aba6,0.00921200
fc79d10da1b23491ed0aef926da0aea6,2017-01-06 04:32:28.000000,429d1255724c7f461bb12c1debc394e2,-0.02586900
689f9ecf6542ec3dd15e7a3ef04f11da,2016-10-14 00:13:03.000000,97a6f8a13901c75245ef99b6f1f1db43,-0.01054188
bc96dcc8850e89185b16cf746f2ca42b,2017-04-08 02:10:36.000000,e41e3f3576bc18bc585f24aaa97e9a74,0.00322055
27cbb5459f83dc4b927c285d72ce67f6,2017-03-19 16:30:12.000000,9c16b293e4a09e72ee3f9d1be4fe4207,0.03844906
199ce4b2adbd073c9bde00a9045230c0,2017-01-16 10:34:01.000000,35432d53732219802e486e2f07fed20b,-0.00100000
b2241e56920a6500d12d4b5e5288f0bd,2017-03-19 23:03:27.000000,100cf4946faca89c0dc26a8d65e352bc,-0.00018000
3520b238ce935941cf276f6d04716eb9,2015-08-16 10:47:56.000000,fe8cde15d26c81d78b79fe1ad14fc0c9,0.00180588
5f46f7abfc3d4dd8056ce77c596eb256,2015-09-02 06:17:54.000000,9390edd26928f184d1506758b4d1c75a,-0.20700000
f4cf420ef20508784cf1880fd86638e0,2015-05-29 04:12:05.000000,7d830552d3f75662f009124b9c63cc78,1.26240000
568fb66f12ebfc375a79a8d0feec3459,2016-07-12 02:10:54.000000,ddaaf1810e808dfebb9df425d2cc4b77,-0.39483213
68f568a7ab71d4d61d827172593d97c8,2016-07-21 01:28:56.000000,97a6f8a13901c75245ef99b6f1f1db43,-0.22740570
8bb2076965c6d25a495d488471d19517,2016-06-29 18:54:58.000000,e28deed432c0805a8d0934043a8b5924,-0.26036290
3b12255ceeb425ec3a871257a8d44cb9,2014-06-15 17:59:26.000000,4e9ba2a58a49d1bee381c99e97b912d7,-0.15000000
7ce122e1627ddb20cb325fb75dfefd49,2017-06-18 15:48:56.000000,4c329f0ef73ddcfa7e75a74dadfcdec1,0.00352100
1359c0570b76a8e1343d3a9a75cc4d3f,2017-07-30 22:24:47.000000,d5b982a344c9e2256eaf83e82946bdef,0.13110371
bd0101261ff56e34fece72325468a2b0,2017-07-06 16:01:53.000000,0a5e0c105426d5c2a730fcbcc62ce3af,0.00036313
c47805534c1bef12ba53c65adc5ed0d5,2016-03-30 18:07:04.000000,65ed23ce4fa5f7ea64b48cb0df71ebc6,0.00005239
d664b7d1fb7d9ac08b7a61ea599423a1,2015-12-18 21:45:01.000000,e64295886892dd30825750da971c824b,-0.00705900
509f898a48da7dd5c1b8621250d3a0bb,2017-09-30 05:02:31.000000,240b5826f3a2c0f822ded8eebad42feb,0.00474273
63b316183b4478ca0fcda90fee9cbb24,2016-10-21 23:14:39.000000,429d1255724c7f461bb12c1debc394e2,-0.06089500
1deabf08b734ba6d24aa7a2a5e164768,2016-05-19 14:00:33.000000,fe8cde15d26c81d78b79fe1ad14fc0c9,0.00052345
9706216f977d4e320618662b9d2518f7,2016-11-12 02:25:15.000000,97a6f8a13901c75245ef99b6f1f1db43,0.41082240
c04658bf712d884401b3ed81f311d72b,2016-07-17 08:59:24.000000,fe8cde15d26c81d78b79fe1ad14fc0c9,0.00035525
78d9dde4d99c264fc11a7381ab005b60,2017-02-19 23:16:27.000000,100cf4946faca89c0dc26a8d65e352bc,-0.00156000
f5078720a56aa7c0d36eb9101e66b6f6,2016-10-27 14:14:22.000000,97a6f8a13901c75245ef99b6f1f1db43,0.67336759
f8c76e957ba28b31f7f317dff66c532e,2013-06-27 21:51:21.000000,b271c141504ee5e8618398863ed8707e,-14.30000000
67f102cdaa1fdc6e81689da9007f078e,2016-06-25 12:29:04.000000,97a6f8a13901c75245ef99b6f1f1db43,0.04070888
cbcfd4ab7e282a768e09ad4c338e2053,2016-09-05 15:55:31.000000,7a672dd8f8904c0637d1fd376861fc8e,0.03519863
5f8b8c04793564a5f94862e94913206f,2016-01-17 17:07:00.000000,8dffdd8ef15da75fca9671223fead228,0.00025446
7ed99026dcd05a044d108a4d8c55c1bf,2015-05-01 16:08:35.000000,6393728e36e4021bf12e68c4d4c81d7c,-1.63000000
f43eda392191ccd5e6d95ca9f7854205,2014-04-11 16:42:36.000000,23ce3a405b113c511723c5919782019f,0.83195000
e6f235767629e174f8c1352b7e696954,2016-10-07 11:54:09.000000,97a6f8a13901c75245ef99b6f1f1db43,1.02569907
edc81d494e30d281556f09439d2f5b7d,2017-04-03 13:15:10.000000,89626c5a6fc20e82c8b2d35b7b6c40a9,0.00301205
89bb3ca2d4c5c6f6db4e7bf6421ed251,2016-06-03 16:07:52.000000,7a672dd8f8904c0637d1fd376861fc8e,0.01946594
c89be60fb8ad2dc1acdbd73a39829983,2016-03-20 14:47:01.000000,65ed23ce4fa5f7ea64b48cb0df71ebc6,0.00005098
45b244814f4ae68d9e3126580b8e452a,2016-08-19 00:47:15.000000,97a6f8a13901c75245ef99b6f1f1db43,0.01478686
c00c8103c043e5192d6f31cf7e5fab9d,2017-09-22 11:11:38.000000,241480e9ee1e6dc94b040f6d3314bfa8,-0.02718640
55efa1403e72a4e85239352e47131020,2016-06-23 09:27:39.000000,cbf52aa51f0d62b367d5db749174d030,0.00006400
50ace04644d8f239192e2ccdc3afa9ba,2017-08-27 01:10:30.000000,03cccc88856b8efe76e3aa79bcd5d9b9,-0.01099799
8dcee7c98d240784b698e1feb6417ef7,2016-11-13 09:32:11.000000,2fcfa8c608f7a7cbf5479e59763a8fba,0.00001133
9b8978223dc704acfd4c0055bc7ca498,2017-03-08 02:27:55.000000,41594ac2d2464d095e093238662b7cac,-0.02000000
180e432084eaa2b94ff40863b5b3ff51,2016-11-21 01:24:33.000000,fa8a0d130825c5925778b6c79780b6f3,0.00009000
99d0ac76fbf4bd9cbf2b75728a3b1174,2017-07-17 14:09:15.000000,52d095a4a59b055611977b758d057426,0.38099011
710c564cffe8bba6d77d82cb1df65419,2017-05-16 08:41:57.000000,1ad1c8e7468c4a8bc6d770cb2a2e96da,2.00000000
34792c7043ada54e1964cefcbc345d6a,2017-09-14 14:27:21.000000,a203f2aa757244dbdbab197f3e917aec,-2.00022600
313c0929bfdc63e8df267888a9dd1ccb,2017-01-25 00:44:59.000000,596645be7f284d6883606661ec81c5e9,0.11442155
5c6024af364e3e8b38fa72b4313e1401,2017-02-26 16:44:46.000000,124b0ece755e785433729ef647bd9d53,-0.04000000
d0a9cbf27cb232df747c034d8df50e84,2016-08-17 14:16:41.000000,fe8cde15d26c81d78b79fe1ad14fc0c9,0.00011167
1958d6b3fcefc4eaaba5730dd2156d9f,2017-05-28 19:14:23.000000,92ac52097967146356f68c61d30d44f3,-0.13090873
c505c06e82daf41975e9518ad7551247,2017-05-10 12:49:04.000000,1ca2e6b085438107167509756769b8ec,-0.00050745
71409d3cdb6de76cb662987eabc56a27,2017-10-07 20:20:53.000000,7d30bf40bacc0b1bd4bb82c39a45e6f3,0.00001112
3cd176ea64f807f12dbddefe1088ab5d,2017-03-17 03:45:58.000000,de911ec61fcbf908945ac1a6a07a3792,-1.00000000
b65bc87be1cd425dfcc11db30f0719e8,2017-09-05 16:20:36.000000,8f2179bd0e30c25f100e7296dc053732,0.00206096
cdba4e5e35472c726e8e4a140d738488,2017-08-08 02:40:00.000000,39c653eb7c5fd91f11879cc592e92ec4,0.08757567
e8a24cb0900f7d83eb010de533f99308,2013-12-21 07:59:44.000000,6d7466f696fe307ca285a126dc07f5e7,-0.00854500
33da9b5a0e18519cbe127e0693105414,2017-10-04 03:21:38.000000,1aea78e43963813bbab9b2da0e706151,10.00186388
65d1dc463293c70b7625ad7c06b04e49,2017-02-01 19:39:05.000000,5fabc1cc373be27767787c507c4b8b6d,-0.08290000
fd070425d940f8660d7aa5f1857d797e,2017-09-21 06:54:58.000000,b468cf854d737af6d34079c3cd90f67a,-1.50022600
62518a963a163babeebb1a6974b9eddb,2017-08-16 09:30:21.000000,4cc1442f8f4f09df3e94dfc44b82d9d4,-0.00032984
c3a2bfee24a2e3b1b8dc9b3b77df772b,2016-11-11 23:09:29.000000,8eb5fdddb6bee40cbb4558551db72370,0.02463776
7795d7df5979409b2a39f8da8282ffff,2017-09-01 14:28:03.000000,04017fb338c75ba1db981cc860640b6d,-1.95987330
26925a3c6d8c45bded30518949ff07fc,2017-05-27 11:11:44.000000,710f3e7479ad9360f9b6d43cd0bad897,0.30918298
6caace55fd5df17382a06b108b48da47,2017-05-05 17:25:06.000000,d9a9c31c245a33edd36adf3bd5e259d0,-0.05078263
23a7c5542c33d207fa03f82f5ee320dc,2017-05-21 02:00:46.000000,f9cbef0b85f78be86ba423b8a8f33fca,0.10490000
f6553c4a9096a67e0c222235cdcb8d42,2016-12-21 09:10:51.000000,620ef7da2d1f798eb825f05b8471f58f,-0.02284340
aecd7f2760a1b46f99f92ef29e9dc7c2,2014-10-12 15:12:56.000000,20f0dec5512e490d190967d2740f5913,0.00026725
6d6b9b7252448e58c550340d973b1864,2017-08-07 14:32:32.000000,4fa9826403455637a22ee7ac13c57fbb,0.21730179
f4d52cd9c4a9c5572f8e8251bf924702,2016-10-22 05:41:38.000000,429d1255724c7f461bb12c1debc394e2,-0.00562600
1dfae951815062dcd0494122e169104a,2017-09-21 20:38:13.000000,745cf5547cd5d637bce5dd0351e66755,0.00300000
b9e61389f306cba455a9eb29615427c3,2017-04-22 22:25:53.000000,b6e110dde20a68debce3300042e87441,1.42397403
401d8c0ffabe5d04954d696224ed2ac6,2017-02-01 00:48:25.000000,35432d53732219802e486e2f07fed20b,0.00083353
e0cce801541561fd4d2d9e8f5be8797c,2016-05-26 12:14:34.000000,7a672dd8f8904c0637d1fd376861fc8e,0.02400554
53d11893ee9f4cff866b3fb783ae27fd,2017-06-07 05:28:13.000000,ca24100a41b4349921953065908caafa,-0.16681643
23a51c157c4f11146defa52c3c16dff6,2017-10-05 22:47:36.000000,8af1fe12948cf335248db2904aeb9905,0.05634573
f6e747ac1557bbad2a4a6049ac155d15,2017-08-12 17:17:09.000000,bdfb1f62e43da1de159e990fbd5bab8d,-0.00722002
c08cd3f30974cd70c8b3785f0181ba61,2017-08-13 13:55:20.000000,f9c2ce16b3c974f493ef2f08f3713a21,19.97814957
7c8047c70cf1d39e4f376a1c10290a9e,2017-07-17 22:35:02.000000,24935ba850f6103026293257b743edd7,0.04496288
0d8f95f09559fee8673f7a1b4d987730,2016-08-16 11:47:02.000000,fe8cde15d26c81d78b79fe1ad14fc0c9,0.00024223
fcda0a575deb49a62a541eb3fab9044f,2017-04-06 20:07:43.000000,de911ec61fcbf908945ac1a6a07a3792,1.00000000
be2826f78e319a52f196ea816be28976,2016-05-28 01:38:28.000000,35432d53732219802e486e2f07fed20b,-0.05000000
6aae6af13330a4d8e78ef3473c34f966,2017-02-18 05:22:18.000000,9b4d02a7a51cca0c2d17e48800c12c71,0.00665700
6217a913fde7c48bcb829319d3c0bf83,2016-10-31 10:26:56.000000,d9e10812ca4db57b1054e296dd02a3ef,0.00001858
2b77f863b967fbe7d24fdbe0afc911ba,2016-02-14 00:33:52.000000,828a4fdd13ae8b35c71286261ab8e042,-0.13181800
00f4280ad7b762f824e9971001bb3ea6,2016-03-13 14:46:54.000000,dbc66f0d9a845796b13dd7b4b9f218d2,-0.01497000
50ebb178f8996792429472fd9edd9fc4,2014-07-10 20:12:42.000000,4e9ba2a58a49d1bee381c99e97b912d7,0.14000000
1cfe125c6019a94460cf72546067f1e2,2015-04-29 23:33:09.000000,7d830552d3f75662f009124b9c63cc78,-0.44280000
f45c65ff80c10d7673e2e539ada02607,2016-09-30 20:28:16.000000,35432d53732219802e486e2f07fed20b,0.00003115
7ba592978840096bf08da7a1a4dc6047,2013-11-23 01:12:56.000000,6d7466f696fe307ca285a126dc07f5e7,0.20089295
e047a7559231bdc5cadcbf59beeb2b6b,2013-12-06 01:15:48.000000,1a8ac4896517dbe6e89498ba06170a19,0.01000000
72959e524b9cce2d96051ea5cde227ab,2014-06-16 15:37:58.000000,81b4da8cfa04c206e0aca286ad765f03,0.50000000
5a0cc3f7620fee4b6e394ae7efebcb91,2016-06-08 01:29:39.000000,0a6c16371d046154a055dc2b3e8b942e,0.01016950
c87305bf5645f9c8b74fd5dc24985f8b,2015-06-21 18:44:43.000000,e28deed432c0805a8d0934043a8b5924,-0.30590000
dbb430c0a616691f955b755800f4089d,2015-11-06 02:39:33.000000,8eb5fdddb6bee40cbb4558551db72370,0.00135214
7deb7c25da3728cf4177e93ef0efa593,2016-08-19 00:45:24.000000,97a6f8a13901c75245ef99b6f1f1db43,0.17627366
c74a8d02380f274f5155bf4ec37e2bed,2017-03-12 19:29:55.000000,2150c7578635a830a87c1b5f1a0d487e,0.00386288
be41acf2bd4912bf9ef49d5e0e8b2e15,2017-03-16 12:37:27.000000,7619a183cc5d14836c6b12968858bd08,0.00156494
c1f7cbdfc554ec5b4b41422276dc92f4,2017-06-22 13:23:00.000000,07d81690e4ef3eb635932ddcfe1cfb0c,0.00080473
1102aee095d1e753ab387265c80d02bf,2016-09-17 01:46:06.000000,97a6f8a13901c75245ef99b6f1f1db43,1.89979408
f00c3a34eecc2b24451813f2b21457f0,2015-09-03 14:33:25.000000,6393728e36e4021bf12e68c4d4c81d7c,-1.13000000
be4d77b1f216321e2b3634034a765d0e,2014-01-30 05:12:54.000000,b271c141504ee5e8618398863ed8707e,6.67000000
d2bd4297db0810a093d1be0cf58420f8,2017-01-30 07:01:31.000000,ae918af1c2f0cf429eb8e3a7a843c9c1,0.00000500
2ec71affa25417876c870fed4a186f6a,2013-05-21 17:37:49.000000,5a2a61d4dc50d922df28cd444df4cc66,0.00003760
1399c33aae0b1f826287392f707fdefc,2014-07-16 18:28:51.000000,4e9ba2a58a49d1bee381c99e97b912d7,-0.13000000
2d057f8fa3de025c78872bbe1feeedd4,2017-09-08 21:29:04.000000,4803600d84be2a0e8a3c6978a5e5d0b0,3.32333789
933b1d392a364e80a2211836cb2ee4ab,2017-10-09 03:27:01.000000,7cb1bc6512f660e7d75f3c5ace828fcd,0.10577092
8536027f8d7af0252648c042d8210901,2017-08-31 13:47:22.000000,90f3adccca3d4e9ef8a606ea3fa0a365,-4.32349659
ff2e177d25ed5f39ea57745d30fd0eec,2017-04-19 05:00:11.000000,5a333b5c631e2ea359b182ab1552e83b,0.03100000
e6d00d1f8c6857d43d3ea654c85932b9,2017-07-04 10:44:12.000000,06586dd40ca823cf44c4505846a005ce,0.03918252
bbb73d4063c1dd628e6b69cf827e0555,2017-09-28 21:50:27.000000,7cb1bc6512f660e7d75f3c5ace828fcd,0.95330931
5cffe791787468a69aa433b9c8ba955c,2014-01-04 02:39:47.000000,78af786c018b5c61401f4b03d062d265,0.41000000
36ad1237bbfe5cc635b113d1bb0e1d18,2017-08-07 11:01:57.000000,f8298e03a6c79a7e2c4025d38ea11b0d,0.00000500
28659af943f981bda6dc1de69c530bc8,2014-11-28 05:02:14.000000,4e9ba2a58a49d1bee381c99e97b912d7,-1.49900000
3f7793b1cdad69438562506f6d45dac8,2017-09-30 15:30:19.000000,03cccc88856b8efe76e3aa79bcd5d9b9,0.00989158
cfb9897b00b84b016cbdbdf6152f077d,2017-08-28 22:14:22.000000,82aaacb1c67d8a0afc0df3d774ed9bba,0.04379248
8f0a4644dd2f890d62a7caa987b2b08e,2014-11-13 16:50:50.000000,a898417050129cc464d49aa755eb1fd7,-3.00000000
cf8eaf980915f6c3cb3308d3bb0663fe,2017-01-06 15:13:35.000000,8eb5fdddb6bee40cbb4558551db72370,0.25449298
e9ee6407db94009a6047f8384e128594,2016-10-26 18:44:42.000000,97a6f8a13901c75245ef99b6f1f1db43,0.04928224
61530ff8666eab08a1257ef2f5f17bcd,2016-11-07 19:33:08.000000,009aa4a96d37e6478a6cfe218075bec2,0.05000000
